movieId,companyId
253,331
254,332
254,9
255,60
255,9
256,23
256,333
257,5
257,334
257,205
258,21
258,135
259,7
260,335
260,7
261,31
262,5
263,208
263,336
265,337
265,338
266,339
266,2
266,340
267,23
267,341
269,208
269,342
269,288
269,343
270,5
271,15
272,208
272,155
272,344
273,307
273,2
274,21
275,2
276,15
276,122
277,7
278,35
278,345
279,63
279,307
279,210
279,329
279,346
280,5
280,347
281,15
281,348
281,349
282,7
282,116
282,94
283,229
284,258
284,350
285,351
287,144
288,5
288,11
288,238
288,352
288,54
288,353
289,2
290,354
290,327
290,355
291,63
291,356
291,357
292,5
292,358
292,359
292,360
293,361
293,362
294,155
295,35
296,50
296,51
296,53
298,313
298,314
299,50
299,64
299,94
300,30
300,35
300,309
301,363
301,364
302,129
302,365
302,366
302,367
302,368
302,369
302,370
303,2
304,35
304,4
304,371
305,50
305,372
306,50
306,373
306,38
306,68
306,374
307,50
307,68
307,375
308,50
308,38
308,68
308,70
311,140
311,376
311,377
312,15
312,378
313,379
314,380
314,381
315,5
315,382
315,383
316,55
316,39
316,384
317,21
317,385
317,35
318,31
318,29
318,5
319,208
319,386
319,387
319,94
320,388
321,50
321,389
321,390
321,391
322,342
322,135
324,155
325,63
325,111
325,392
325,393
325,394
326,395
326,396
327,27
327,397
328,23
328,398
329,15
330,229
330,195
331,399
331,193
332,23
333,15
334,208
334,103
335,254
335,400
336,195
336,306
336,401
337,15
337,402
338,15
339,60
339,35
340,23
341,206
341,196
341,403
341,404
341,405
342,115
342,406
342,407
343,31
343,408
343,409
344,5
344,52
345,410
345,94
345,411
346,254
347,31
347,206
347,55
347,412
347,413
347,414
348,50
349,15
349,415
350,5
350,11
350,238
351,63
352,23
352,229
353,50
353,416
353,417
353,418
353,419
353,132
354,5
354,11
354,238
354,420
355,33
355,421
356,15
356,422
356,423
357,208
357,94
357,95
358,31
358,424
359,31
359,425
359,426
360,60
360,9
361,2
362,21
363,208
363,427
363,145
363,428
363,429
363,430
364,21
364,110
365,50
366,63
367,63
367,431
368,432
368,5
368,182
368,57
369,206
369,50
370,15
371,213
371,23
372,23
372,53
373,23
373,224
373,94
374,5
374,286
374,56
376,23
376,433
376,434
377,7
377,163
378,37
379,280
379,435
379,431
379,157
379,436
380,7
380,274
381,9
382,31
383,5
383,437
383,438
383,439
384,9
384,440
385,64
385,441
385,329
386,254
386,94
387,60
387,35
388,442
388,443
390,444
391,94
393,23
393,445
405,50
405,446
405,447
405,62
405,448
405,449
406,135
406,450
407,63
408,63
408,53
409,63
410,15
410,451
410,16
412,31
412,452
413,7
413,302
413,178
414,35
414,94
414,4
414,371
414,453
414,454
415,9
416,7
416,455
417,206
417,29
417,456
417,457
418,5
418,458
418,459
418,460
418,461
419,7
420,15
420,462
421,5
422,63
423,37
423,397
424,15
425,463
425,464
426,5
426,465
426,466
427,467
428,468
428,195
429,9
430,31
430,469
431,23
431,470
431,330
432,31
432,29
433,37
434,55
434,39
434,2
434,43
434,471
434,472
435,15
436,35
436,36
437,2
437,473
438,213
438,23
440,5
440,57
440,333
441,254
441,474
442,5
442,56
444,475
445,37
446,476
446,477
446,227
446,478
448,5
448,272
450,5
450,272
451,15
451,272
451,479
452,206
453,213
453,23
454,15
454,17
454,286
455,55
455,5
455,11
455,238
455,57
456,50
457,5
458,31
459,433
459,434
459,157
459,480
460,37
461,155
461,242
461,481
461,482
461,483
464,23
464,435
464,255
466,7
466,484
467,485
467,399
467,486
468,50
468,336
469,50
469,487
469,488
469,272
469,70
469,489
469,490
470,63
471,5
471,94
471,56
471,95
471,491
472,31
472,174
473,35
474,31
474,29
474,492
475,23
475,493
476,9
477,9
478,15
478,309
479,280
479,157
480,23
480,33
481,224
481,494
482,495
484,15
484,496
485,31
485,497
486,9
487,195
488,5
488,331
489,5
489,11
490,31
490,63
490,29
490,498
491,5
491,182
492,2
492,499
493,63
494,5
494,56
495,500
495,501
495,502
496,155
496,268
497,64
497,503
497,210
499,5
499,155
499,504
499,9
499,505
500,7
500,506
501,208
501,507
501,193
502,31
504,31
504,508
504,509
504,510
505,31
505,63
505,29
506,511
506,512
506,513
506,514
506,515
507,179
507,5
508,2
509,115
509,516
509,517
509,518
510,31
511,9
512,35
513,335
513,23
514,9
514,89
515,31
515,332
516,36
516,9
517,7
517,519
518,31
518,520
518,409
518,521
518,522
519,451
520,361
520,7
520,523
521,94
521,95
521,524
522,516
522,406
522,525
522,526
523,527
523,528
524,2
526,529
526,86
526,530
527,23
527,33
528,7
528,531
529,15
529,16
529,17
531,307
531,5
532,195
532,532
533,23
533,330
534,533
534,195
534,300
534,306
535,206
535,485
535,534
536,9
537,50
537,535
537,536
537,537
538,37
538,54
538,538
539,2
540,15
540,203
541,5
541,539
541,183
542,35
543,2
544,31
544,540
546,35
546,36
546,509
546,541
547,63
547,542
547,543
548,35
548,94
548,4
548,371
549,544
550,2
550,127
551,21
551,545
551,546
551,9
552,21
552,60
553,35
553,36
555,547
555,548
555,52
556,549
556,550
556,551
558,7
558,552
562,553
563,129
563,365
563,554
564,5
564,52
567,555
567,115
568,556
569,31
569,29
574,206
574,557
574,558
575,23
575,33
575,559
577,15
580,2
580,520
580,560
580,409
580,561
581,208
581,427
581,177
581,288
581,562
581,145
581,563
583,55
583,564
583,165
583,565
583,566
583,567
583,86
583,530
585,15
586,7
586,568
587,15
588,21
588,110
589,39
589,2
589,274
589,165
589,569
590,437
590,509
590,329
592,5
592,94
592,570
593,451
593,571
594,572
595,21
595,573
595,110
596,572
597,9
597,573
599,574
600,135
602,575
602,576
602,577
605,7
605,578
605,88
606,224
606,94
608,94
608,95
609,21
610,31
610,579
610,580
610,581
610,582
611,50
611,132
611,583
612,50
612,584
613,50
613,310
613,585
613,586
613,587
615,588
616,572
617,555
617,115
618,589
618,94
618,9
618,4
618,590
618,591
619,23
626,63
626,195
626,401
627,31
627,592
627,593
628,15
628,97
631,37
632,594
632,595
632,596
632,597
632,70
632,72
632,598
632,336
632,599
632,169
632,76
632,95
632,193
632,600
632,601
633,286
633,602
633,603
634,63
634,402
634,604
635,27
637,213
637,23
638,55
638,605
638,606
638,94
638,193
639,204
639,229
640,5
640,607
640,608
640,52
645,130
645,117
645,609
645,413
647,578
647,610
647,286
648,15
648,611
649,612
649,613
649,614
650,37
650,397
650,176
653,23
656,23
656,35
656,94
656,124
661,21
661,509
662,213
662,23
663,15
663,615
665,616
665,617
667,618
668,619
670,620
671,23
671,254
671,621
673,5
673,622
673,333
673,623
674,15
674,624
674,625
679,31
679,29
679,626
680,627
680,628
680,629
680,630
685,631
688,21
688,4
691,2
692,632
692,144
692,633
694,495
695,135
697,206
697,53
698,63
698,111
698,634
700,63
700,90
700,169
700,635
700,74
700,48
700,636
700,637
703,94
703,9
703,4
704,23
704,436
704,638
704,639
706,53
706,2
707,37
707,640
707,157
708,7
708,641
709,21
709,642
709,110
710,60
710,35
711,23
711,643
711,644
714,50
714,612
714,280
714,645
714,646
715,365
715,55
715,647
718,361
718,55
718,68
718,648
719,31
720,649
720,650
722,651
724,31
724,652
725,7
725,653
725,654
726,9
728,64
728,169
728,655
728,656
731,63
731,107
731,657
731,658
731,195
733,35
733,89
735,55
735,659
735,660
735,661
735,662
735,663
735,664
736,23
736,33
736,5
736,665
736,666
737,224
737,431
737,94
741,667
741,668
741,669
741,670
741,671
742,15
742,176
743,35
745,649
747,63
747,195
748,495
748,672
748,673
750,31
750,674
757,675
757,198
757,476
757,676
757,677
757,678
757,679
760,680
760,681
760,682
760,683
761,15
761,183
761,684
762,31
762,29
764,685
765,307
765,35
765,686
766,155
766,156
766,687
773,688
773,689
775,690
775,691
775,692
778,208
778,693
778,386
778,694
779,15
779,615
780,7
780,384
781,204
781,365
781,695
781,696
781,697
782,2
782,698
783,21
783,699
784,31
784,177
784,287
785,37
785,127
785,97
786,5
786,358
788,213
788,23
790,55
790,700
795,701
795,702
795,62
798,23
798,286
799,326
799,23
800,29
800,703
801,15
801,704
801,705
802,9
803,612
803,208
803,209
803,268
803,511
803,706
803,707
804,204
805,5
805,11
806,208
806,155
806,311
806,359
806,708
808,31
808,29
808,709
809,37
810,23
810,94
810,9
810,4
813,27
813,397
813,329
818,15
823,710
823,711
828,63
828,712
828,195
829,5
829,331
829,713
830,16
832,9
833,2
835,97
835,714
835,715
836,7
836,640
836,126
836,194
837,53
837,2
838,50
838,716
838,717
839,50
839,418
839,132
839,718
839,719
840,37
840,97
841,720
841,721
842,23
842,722
842,398
848,29
849,15
849,97
851,50
851,723
851,724
852,5
852,11
858,15
858,725
861,187
861,726
866,727
866,645
866,58
867,5
867,11
867,13
869,206
869,115
869,728
870,60
870,35
870,729
875,730
876,187
879,15
879,23
879,731
879,732
879,508
879,94
879,169
879,733
879,74
880,63
881,21
881,60
882,23
882,254
882,33
885,5
885,11
885,734
886,23
888,735
891,50
891,132
891,736
891,737
891,738
892,206
892,64
892,727
892,503
893,206
893,63
893,739
896,55
896,65
896,413
896,740
896,278
896,741
896,742
897,15
898,37
899,37
900,37
900,743
901,15
902,15
902,744
903,15
903,745
904,15
904,745
905,31
906,37
907,746
908,37
909,747
910,27
910,747
910,748
911,23
911,749
912,5
913,5
914,5
915,15
916,15
917,7
918,37
918,743
919,37
920,37
920,750
921,37
921,523
922,15
923,746
923,751
924,37
924,752
926,7
927,37
928,27
928,750
929,27
929,753
930,746
931,27
931,750
932,7
932,754
933,15
934,37
935,37
936,37
937,755
938,37
938,756
940,5
941,7
942,7
943,7
944,31
945,746
946,27
947,23
948,5
948,757
949,5
950,37
951,31
952,758
953,746
953,759
954,31
955,746
956,31
959,746
961,750
963,5
965,760
968,761
969,27
969,762
969,763
970,27
970,764
970,763
970,765
971,37
971,766
973,5
973,767
976,15
979,208
979,441
979,304
979,193
981,63
981,768
981,769
982,31
984,770
986,31
986,8
987,144
987,771
987,772
988,23
988,254
988,452
990,31
990,729
990,773
991,5
991,331
993,774
993,265
993,266
994,97
996,63
998,63
999,97
999,775
1003,31
1003,29
1003,776
1004,5
1004,281
1005,777
1006,213
1006,23
1006,286
1007,572
1008,572
1009,572
1010,572
1011,572
1012,572
1013,572
1014,572
1015,21
1015,778
1016,572
1017,572
1018,572
1019,572
1020,21
1021,21
1021,60
1022,572
1023,572
1024,21
1025,572
1027,5
1027,52
1028,572
1029,572
1030,572
1031,572
1032,572
1033,572
1034,712
1034,548
1034,779
1035,7
1035,780
1035,781
1036,7
1036,285
1036,56
1037,63
1037,782
1040,7
1040,311
1040,783
1041,115
1041,208
1041,507
1042,7
1042,231
1042,784
1043,704
1043,144
1046,208
1046,785
1047,63
1047,42
1047,423
1049,15
1049,378
1049,786
1049,20
1049,787
1050,7
1050,788
1050,789
1051,790
1051,791
1053,206
1053,485
1053,792
1054,31
1054,793
1054,229
1055,35
1055,36
1056,794
1056,94
1056,169
1057,50
1059,7
1059,795
1060,50
1060,796
1060,797
1061,5
1061,224
1061,309
1064,318
1066,746
1068,746
1073,798
1076,7
1076,799
1077,27
1077,800
1078,27
1078,499
1079,37
1079,801
1079,802
1080,803
1080,804
1081,37
1081,805
1081,806
1082,5
1082,807
1083,5
1084,5
1084,808
1085,5
1085,809
1086,5
1088,810
1088,811
1089,495
1089,812
1090,813
1090,814
1090,815
1091,7
1091,816
1092,39
1092,165
1093,213
1093,39
1093,817
1093,818
1094,208
1094,819
1094,820
1094,821
1094,193
1095,63
1095,822
1095,823
1096,824
1096,825
1097,23
1097,33
1099,37
1100,15
1100,89
1101,15
1101,89
1103,5
1104,5
1104,826
1105,132
1111,50
1111,365
1111,55
1111,564
1111,65
1111,66
1111,827
1111,70
1111,374
1111,661
1111,828
1111,829
1111,830
1111,831
1111,832
1111,833
1111,834
1111,835
1111,836
1112,156
1112,837
1112,838
1114,839
1116,840
1116,86
1117,55
1117,65
1117,70
1117,367
1117,841
1119,333
1119,770
1119,269
1120,31
1120,352
1120,842
1120,843
1120,844
1120,845
1121,846
1121,847
1124,23
1125,27
1125,825
1125,848
1125,849
1126,63
1126,94
1126,95
1127,7
1127,274
1127,508
1128,850
1128,851
1128,852
1129,850
1129,853
1129,854
1129,855
1130,850
1130,854
1130,856
1131,129
1131,857
1131,374
1131,554
1131,566
1131,858
1132,129
1132,857
1132,554
1132,566
1132,858
1135,5
1136,803
1136,859
1136,860
1137,861
1137,862
1137,863
1144,575
1144,864
1144,865
1147,94
1147,866
1147,867
1148,649
1150,868
1150,278
1150,869
1151,188
1151,65
1151,169
1151,870
1151,871
1151,872
1151,873
1156,874
1156,875
1161,876
1161,877
1161,878
1161,879
1161,500
1161,880
1161,881
1161,882
1161,883
1162,884
1163,885
1167,97
1172,566
1172,886
1172,887
1173,888
1173,889
1173,890
1175,647
1175,211
1175,891
1175,892
1175,78
1175,79
1175,893
1175,894
1176,55
1176,895
1176,896
1176,897
1177,50
1177,64
1177,898
1178,27
1178,899
1179,50
1179,900
1180,50
1183,50
1183,901
1184,902
1184,659
1184,903
1185,904
1185,905
1185,906
1186,50
1186,385
1186,907
1187,908
1188,517
1188,909
1188,910
1188,911
1189,210
1189,556
1189,912
1190,555
1191,50
1191,913
1192,50
1193,914
1194,15
1196,335
1196,7
1197,915
1197,916
1197,917
1198,335
1198,15
1199,918
1200,7
1200,919
1200,920
1201,487
1201,27
1201,692
1201,921
1202,900
1202,804
1203,27
1203,922
1204,923
1206,674
1206,5
1207,924
1207,925
1208,27
1208,307
1209,15
1209,926
1209,927
1210,335
1210,7
1211,594
1211,168
1211,928
1211,500
1211,929
1212,930
1212,931
1213,932
1214,7
1214,920
1215,23
1215,435
1215,933
1215,58
1216,361
1217,934
1217,935
1217,936
1217,937
1218,938
1218,939
1218,940
1219,941
1220,23
1221,15
1221,942
1222,5
1222,752
1222,943
1223,649
1223,944
1224,64
1224,155
1224,503
1225,858
1225,945
1226,946
1227,5
1227,926
1227,947
1227,183
1227,918
1228,27
1230,27
1230,800
1231,183
1232,948
1233,31
1233,168
1233,949
1233,950
1233,681
1233,951
1234,23
1234,952
1235,15
1236,208
1236,209
1236,486
1236,212
1237,953
1238,853
1238,458
1240,451
1240,508
1240,954
1240,814
1240,955
1241,326
1241,327
1241,956
1241,135
1242,2
1242,957
1243,958
1243,959
1244,27
1244,499
1245,7
1245,960
1246,504
1246,9
1246,573
1247,850
1247,961
1248,23
1249,361
1249,117
1249,962
1250,31
1250,923
1251,963
1251,964
1252,15
1252,965
1252,966
1252,203
1253,7
1254,5
1255,326
1255,327
1256,15
1257,967
1257,968
1258,674
1258,5
1258,969
1258,970
1259,31
1259,917
1260,971
1261,435
1261,58
1261,972
1262,27
1262,747
1263,23
1263,973
1264,936
1264,974
1264,975
1265,31
1266,179
1266,5
1267,27
1267,976
1268,63
1268,977
1269,5
1270,23
1270,33
1271,23
1271,777
1271,917
1271,978
1271,979
1272,7
1273,124
1273,980
1273,981
1274,934
1274,982
1274,983
1274,984
1274,985
1274,986
1274,670
1274,987
1274,988
1275,989
1275,990
1275,449
1276,5
1276,991
1277,65
1277,647
1277,857
1277,554
1277,291
1277,211
1277,992
1277,993
1278,7
1278,994
1278,995
1278,996
1279,612
1279,208
1279,280
1279,38
1279,997
1279,998
1279,999
1280,477
1280,1000
1280,1001
1280,1002
1281,27
1281,1003
1282,21
1283,27
1283,1004
1284,5
1285,1005
1285,1006
1286,23
1286,704
1287,37
1288,1007
1289,1008
1289,1009
1290,15
1290,568
1291,335
1291,15
1292,27
1292,1010
1292,460
1292,1011
1292,1012
1292,459
1292,1013
1293,31
1293,853
1293,1014
1293,854
1293,1015
1295,5
1296,853
1296,1016
1296,1017
1297,2
1297,1018
1298,37
1298,853
1298,1019
1299,853
1299,854
1299,458
1300,1020
1300,953
1301,37
1302,23
1303,1021
1303,1022
1304,7
1304,1023
1304,1024
1304,1025
1305,7
1305,594
1305,168
1305,208
1305,1026
1305,500
1305,929
1306,594
1306,5
1306,500
1306,684
1306,929
1307,29
1307,1027
1310,1028
1312,599
1312,190
1312,1029
1312,1030
1318,1031
1320,7
1320,920
1321,23
1321,1032
1321,1033
1321,1034
1322,1035
1322,1036
1323,1037
1324,1038
1324,1039
1324,1040
1325,1041
1326,58
1326,1042
1326,1043
1327,1044
1328,140
1328,1045
1329,1046
1329,1047
1330,1048
1330,1049
1331,27
1331,1050
1332,451
1332,463
1333,745
1334,1051
1334,1052
1334,1053
1335,1054
1335,1055
1336,1056
1337,746
1339,31
1339,307
1339,1057
1340,23
1341,27
1341,692
1341,1058
1342,224
1342,2
1342,94
1342,1059
1343,23
1343,33
1343,452
1343,1060
1344,23
1344,1061
1345,27
1346,23
1346,1062
1347,63
1347,1063
1347,814
1347,1064
1347,1065
1348,1066
1348,1067
1349,1068
1349,1069
1350,7
1350,415
1351,204
1351,1070
1351,1071
1351,329
1352,50
1352,1072
1353,2
1353,843
1354,488
1354,1073
1355,50
1355,132
1356,15
1357,206
1357,909
1357,406
1357,1074
1358,50
1358,1075
1359,263
1363,155
1363,469
1363,232
1363,9
1365,1076
1366,7
1367,21
1367,686
1367,1077
1370,7
1370,285
1370,56
1371,15
1372,15
1373,15
1374,15
1375,15
1376,15
1377,5
1378,7
1378,52
1379,7
1379,52
1380,15
1380,1078
1380,1079
1381,15
1382,7
1382,1080
1382,1081
1385,55
1385,5
1385,11
1385,238
1387,23
1387,952
1388,23
1389,23
1389,1082
1389,1083
1390,5
1390,1084
1390,1085
1391,5
1391,545
1392,50
1392,796
1393,174
1393,1086
1393,2
1394,7
1394,960
1395,9
1395,1087
1396,23
1397,1088
1398,63
1398,1089
1399,50
1399,16
1399,1060
1401,31
1401,29
1405,15
1405,331
1405,713
1406,609
1406,145
1406,700
1406,1090
1407,132
1407,161
1408,7
1408,858
1408,52
1409,5
1409,552
1409,255
1411,29
1411,635
1412,29
1412,493
1414,15
1414,16
1415,55
1415,65
1415,413
1415,367
1416,35
1416,36
1417,224
1417,94
1419,7
1419,1091
1419,1092
1422,5
1422,11
1422,358
1422,1093
1423,702
1423,1094
1425,23
1425,53
1425,802
1426,97
1427,37
1427,97
1428,516
1428,910
1428,1095
1428,1096
1428,1097
1429,187
1431,793
1431,2
1431,127
1432,60
1432,9
1437,487
1437,145
1437,1098
1437,1099
1438,23
1438,508
1439,280
1439,157
1439,1100
1439,1101
1440,31
1440,63
1440,29
1441,37
1441,1102
1442,35
1445,23
1445,643
1445,1103
1446,188
1446,65
1446,1104
1446,1105
1446,1106
1446,1107
1446,1108
1446,660
1446,1109
1447,94
1449,1110
1453,15
1453,1111
1453,1112
1454,29
1454,297
1456,2
1456,643
1457,31
1458,27
1459,31
1459,29
1459,179
1460,21
1461,5
1461,382
1464,115
1464,216
1464,1113
1464,1114
1465,5
1465,424
1465,1085
1466,2
1466,1115
1466,843
1466,309
1468,31
1473,451
1473,107
1473,127
1474,21
1474,130
1475,612
1475,1116
1475,1117
1476,15
1476,97
1477,63
1477,790
1479,15
1479,415
1479,97
1480,204
1480,681
1483,206
1483,63
1483,1118
1484,111
1484,1119
1484,1120
1484,1121
1485,213
1485,23
1487,1122
1487,1123
1488,31
1489,5
1489,1124
1489,1125
1490,63
1490,124
1493,910
1493,1126
1493,1127
1495,7
1495,257
1495,258
1495,1128
1496,5
1496,290
1496,182
1497,31
1497,698
1497,938
1497,1129
1498,578
1499,31
1499,1130
1499,383
1499,1131
1499,1132
1499,1133
1500,60
1500,35
1500,729
1502,1134
1502,1135
1502,1136
1503,451
1503,1137
1507,204
1507,1138
1507,684
1513,9
1514,87
1514,1139
1515,7
1515,578
1515,57
1516,909
1516,1140
1516,1141
1517,63
1517,348
1517,1142
1518,15
1518,58
1518,176
1519,327
1519,355
1519,1143
1526,5
1526,56
1526,333
1527,361
1527,504
1529,63
1529,233
1529,234
1529,1144
1533,168
1533,55
1533,199
1533,65
1533,877
1533,1145
1537,934
1537,1146
1541,5
1541,308
1542,50
1542,208
1542,801
1544,23
1544,33
1544,1147
1545,55
1545,65
1545,413
1545,1148
1546,1149
1547,1150
1547,1151
1547,1038
1549,1152
1549,695
1550,63
1551,31
1551,307
1551,181
1551,1153
1552,1154
1552,9
1554,1155
1554,85
1554,1156
1554,1157
1556,7
1556,1158
1562,5
1562,218
1562,94
1562,219
1564,206
1564,300
1564,1159
1564,1160
1564,1161
1565,206
1565,437
1565,329
1566,21
1566,110
1569,2
1571,365
1571,55
1571,1162
1572,710
1572,1163
1572,1046
1573,15
1573,542
1573,162
1573,786
1573,9
1573,1164
1574,1165
1580,31
1580,33
1580,1166
1581,7
1581,286
1582,52
1583,23
1583,643
1584,5
1584,1167
1585,517
1585,909
1585,406
1585,518
1586,60
1586,35
1586,1168
1586,157
1586,158
1586,1169
1586,1170
1587,23
1587,419
1587,58
1587,1043
1588,21
1588,1171
1589,50
1589,1172
1589,161
1590,15
1590,1173
1590,1174
1590,1175
1591,63
1591,1176
1591,108
1591,1177
1592,21
1592,1178
1593,7
1593,126
1594,1179
1594,1180
1596,208
1596,507
1596,1181
1597,5
1597,56
1597,57
1598,2
1598,698
1599,5
1599,218
1599,1182
1599,219
1600,50
1601,27
1602,23
1603,50
1603,132
1604,63
1604,108
1605,31
1606,23
1606,1183
1606,1184
1608,520
1608,9
1608,372
1608,409
1608,1185
1609,182
1610,15
1610,1186
1610,415
1611,206
1612,311
1612,1187
1614,15
1614,176
1615,14
1616,1188
1617,5
1617,11
1617,347
1619,793
1619,2
1619,698
1619,1189
1619,1190
1620,15
1620,97
1621,578
1621,1191
1623,495
1623,1192
1623,1193
1624,23
1624,224
1624,520
1624,94
1624,9
1624,88
1624,1194
1625,224
1625,94
1626,5
1626,281
1627,1195
1627,843
1627,1196
1627,1197
1629,1198
1631,139
1631,140
1631,1199
1631,252
1631,1200
1631,144
1631,1201
1631,1202
1633,231
1633,1203
1635,204
1635,268
1635,1197
1639,50
1639,256
1641,208
1641,837
1642,1204
1642,556
1643,50
1643,1205
1643,1206
1644,31
1644,698
1644,1207
1645,5
1645,11
1645,13
1645,358
1645,54
1645,1208
1646,21
1646,60
1647,9
1647,409
1648,50
1648,1209
1648,176
1649,210
1649,1210
1649,1211
1650,60
1650,35
1650,729
1650,1212
1653,31
1653,53
1654,432
1655,50
1655,132
1656,2
1656,1213
1656,843
1658,208
1658,386
1658,94
1658,1214
1659,27
1659,1215
1659,1216
1660,135
1660,790
1660,1217
1661,15
1661,508
1661,97
1662,451
1662,494
1663,31
1665,23
1665,1218
1665,94
1665,95
1667,5
1667,359
1667,360
1670,50
1670,208
1670,1219
1671,37
1671,638
1672,15
1672,18
1673,63
1673,1220
1673,1174
1674,15
1675,5
1675,52
1676,9
1676,1221
1676,1147
1677,495
1677,673
1677,1222
1678,35
1679,1223
1680,15
1680,50
1680,1224
1680,17
1681,63
1681,106
1682,15
1682,16
1683,50
1684,150
1684,266
1685,55
1685,596
1685,1225
1685,1226
1685,1227
1685,1228
1686,37
1686,777
1687,23
1687,731
1687,732
1687,169
1687,733
1687,74
1687,255
1687,885
1687,1229
1688,7
1688,1230
1688,1128
1688,1231
1688,1232
1689,5
1689,11
1689,1233
1689,1208
1690,7
1690,920
1693,1188
1694,1234
1695,68
1696,208
1696,1235
1696,1236
1699,5
1699,331
1701,206
1701,35
1701,504
1701,1237
1701,1238
1702,21
1702,686
1703,23
1703,734
1703,643
1703,1103
1704,50
1704,1239
